dummy_visa_user,0000-0000-0000-0000,三井住友カードＶＩＳＡ（ＮＬ）
2026/06/17,ユニクロ,5400,1回,5400,国内,DUMMY-30F10-007
2026/06/19,無印良品,3800,1回,3800,国内,DUMMY-30F10-008
2026/06/21,美容室サンプル,6800,1回,6800,国内,DUMMY-30F10-009
2026/06/08,ウエルシア,2600,1回,2600,国内,DUMMY-40M01-016
2026/06/10,紀伊國屋書店,2400,1回,2400,国内,DUMMY-40M01-017
2026/06/12,コーナン,9800,1回,9800,国内,DUMMY-40M01-018
2026/06/09,ウエルシア,2600,1回,2600,国内,DUMMY-40M02-015
2026/06/11,紀伊國屋書店,2400,1回,2400,国内,DUMMY-40M02-016
2026/06/13,コーナン,9800,1回,9800,国内,DUMMY-40M02-017
2026/06/10,ウエルシア,2600,1回,2600,国内,DUMMY-40M03-014
2026/06/12,紀伊國屋書店,2400,1回,2400,国内,DUMMY-40M03-015
2026/06/14,コーナン,9800,1回,9800,国内,DUMMY-40M03-016
2026/06/11,ウエルシア,2600,1回,2600,国内,DUMMY-40M04-013
2026/06/13,紀伊國屋書店,2400,1回,2400,国内,DUMMY-40M04-014
2026/06/15,コーナン,9800,1回,9800,国内,DUMMY-40M04-015
2026/06/12,ウエルシア,2600,1回,2600,国内,DUMMY-40M05-012
2026/06/14,紀伊國屋書店,2400,1回,2400,国内,DUMMY-40M05-013
2026/06/16,コーナン,9800,1回,9800,国内,DUMMY-40M05-014
2026/06/13,ウエルシア,2600,1回,2600,国内,DUMMY-40M06-011
2026/06/15,紀伊國屋書店,2400,1回,2400,国内,DUMMY-40M06-012
2026/06/17,コーナン,9800,1回,9800,国内,DUMMY-40M06-013
2026/06/14,ウエルシア,2600,1回,2600,国内,DUMMY-40M07-010
2026/06/16,紀伊國屋書店,2400,1回,2400,国内,DUMMY-40M07-011
2026/06/18,コーナン,9800,1回,9800,国内,DUMMY-40M07-012
2026/06/26,ウエルシア,2600,1回,2600,国内,DUMMY-40M07-030
2026/06/15,ウエルシア,2600,1回,2600,国内,DUMMY-40M08-009
2026/06/17,紀伊國屋書店,2400,1回,2400,国内,DUMMY-40M08-010
2026/06/19,コーナン,9800,1回,9800,国内,DUMMY-40M08-011
2026/06/16,ウエルシア,2600,1回,2600,国内,DUMMY-40M09-008
2026/06/18,紀伊國屋書店,2400,1回,2400,国内,DUMMY-40M09-009
2026/06/20,コーナン,9800,1回,9800,国内,DUMMY-40M09-010
2026/06/28,ウエルシア,2600,1回,2600,国内,DUMMY-40M09-028
2026/06/02,紀伊國屋書店,6800,1回,6800,国内,DUMMY-40M09-029
2026/06/17,ウエルシア,2600,1回,2600,国内,DUMMY-40M10-007
2026/06/19,紀伊國屋書店,2400,1回,2400,国内,DUMMY-40M10-008
2026/06/21,コーナン,9800,1回,9800,国内,DUMMY-40M10-009
2026/06/08,学習参考書オンライン,3600,1回,3600,国内,DUMMY-40F01-016
2026/06/10,ペット用品サンプル,7200,1回,7200,国内,DUMMY-40F01-017
2026/06/12,カフェドクリエ,2400,1回,2400,国内,DUMMY-40F01-018
2026/06/09,学習参考書オンライン,3600,1回,3600,国内,DUMMY-40F02-015
2026/06/11,ペット用品サンプル,7200,1回,7200,国内,DUMMY-40F02-016
2026/06/13,カフェドクリエ,2400,1回,2400,国内,DUMMY-40F02-017
2026/06/10,学習参考書オンライン,3600,1回,3600,国内,DUMMY-40F03-014
2026/06/12,ペット用品サンプル,7200,1回,7200,国内,DUMMY-40F03-015
2026/06/14,カフェドクリエ,2400,1回,2400,国内,DUMMY-40F03-016
2026/06/11,学習参考書オンライン,3600,1回,3600,国内,DUMMY-40F04-013
2026/06/13,ペット用品サンプル,7200,1回,7200,国内,DUMMY-40F04-014
2026/06/15,カフェドクリエ,2400,1回,2400,国内,DUMMY-40F04-015
2026/06/12,学習参考書オンライン,3600,1回,3600,国内,DUMMY-40F05-012
2026/06/14,ペット用品サンプル,7200,1回,7200,国内,DUMMY-40F05-013
2026/06/16,カフェドクリエ,2400,1回,2400,国内,DUMMY-40F05-014
2026/06/13,学習参考書オンライン,3600,1回,3600,国内,DUMMY-40F06-011
2026/06/15,ペット用品サンプル,7200,1回,7200,国内,DUMMY-40F06-012
2026/06/17,カフェドクリエ,2400,1回,2400,国内,DUMMY-40F06-013
2026/06/14,学習参考書オンライン,3600,1回,3600,国内,DUMMY-40F07-010
2026/06/16,ペット用品サンプル,7200,1回,7200,国内,DUMMY-40F07-011
2026/06/18,カフェドクリエ,2400,1回,2400,国内,DUMMY-40F07-012
2026/06/15,学習参考書オンライン,3600,1回,3600,国内,DUMMY-40F08-009
2026/06/17,ペット用品サンプル,7200,1回,7200,国内,DUMMY-40F08-010
2026/06/19,カフェドクリエ,2400,1回,2400,国内,DUMMY-40F08-011
2026/06/27,学習参考書オンライン,3600,1回,3600,国内,DUMMY-40F08-029
2026/06/01,ペット用品サンプル,7200,1回,7200,国内,DUMMY-40F08-030
2026/06/03,カフェドクリエ,2400,1回,2400,国内,DUMMY-40F08-031
2026/06/16,学習参考書オンライン,3600,1回,3600,国内,DUMMY-40F09-008
2026/06/18,ペット用品サンプル,7200,1回,7200,国内,DUMMY-40F09-009
2026/06/20,カフェドクリエ,2400,1回,2400,国内,DUMMY-40F09-010
2026/06/17,学習参考書オンライン,3600,1回,3600,国内,DUMMY-40F10-007
2026/06/19,ペット用品サンプル,7200,1回,7200,国内,DUMMY-40F10-008
2026/06/21,カフェドクリエ,2400,1回,2400,国内,DUMMY-40F10-009
2026/06/01,学習参考書オンライン,3600,1回,3600,国内,DUMMY-40F10-027
2026/06/03,ペット用品サンプル,7200,1回,7200,国内,DUMMY-40F10-028
2026/06/05,カフェドクリエ,2400,1回,2400,国内,DUMMY-40F10-029
