presentation_demo_user,0000-0000-0000-0000,三井住友カードＶＩＳＡ（ＮＬ）
2026/03/22,Netflix サンプル,160,1回,160,国内,DUMMY-2026-0080
2026/03/27,サンプルサービスF,400,1回,400,国内,DUMMY-2026-0066
2026/04/02,ENEOS サンプル店,76,1回,76,国内,DUMMY-2026-0114
2026/04/05,東京ガス サンプル,153,1回,153,国内,DUMMY-2026-0116
2026/04/08,NTT サンプル,136,1回,136,国内,DUMMY-2026-0118
2026/04/11,サンプル住宅ローン,93,1回,93,国内,DUMMY-2026-0120
2026/04/12,サンプルサービスC,425,1回,425,国内,DUMMY-2026-0093
2026/04/13,楽天市場 サンプル購入,1547,1回,1547,国内,DUMMY-2026-0104
2026/04/19,ABC-MART サンプル店,552,1回,552,国内,DUMMY-2026-0108
2026/04/20,サイゼリヤ サンプル店,1491,1回,1491,国内,DUMMY-2026-0102
2026/04/22,Netflix サンプル,170,1回,170,国内,DUMMY-2026-0110
2026/04/27,サンプルサービスF,425,1回,425,国内,DUMMY-2026-0096
2026/05/02,ENEOS サンプル店,76,1回,76,国内,DUMMY-2026-0144
2026/05/05,東京ガス サンプル,153,1回,153,国内,DUMMY-2026-0146
2026/05/08,NTT サンプル,136,1回,136,国内,DUMMY-2026-0148
2026/05/11,サンプル住宅ローン,93,1回,93,国内,DUMMY-2026-0150
2026/05/12,サンプルサービスC,425,1回,425,国内,DUMMY-2026-0123
2026/05/13,楽天市場 サンプル購入,1547,1回,1547,国内,DUMMY-2026-0134
2026/05/19,ABC-MART サンプル店,552,1回,552,国内,DUMMY-2026-0138
2026/05/20,サイゼリヤ サンプル店,1491,1回,1491,国内,DUMMY-2026-0132
2026/05/22,Netflix サンプル,170,1回,170,国内,DUMMY-2026-0140
2026/05/27,サンプルサービスF,425,1回,425,国内,DUMMY-2026-0126
2026/06/02,ENEOS サンプル店,81,1回,81,国内,DUMMY-2026-0174
2026/06/05,東京ガス サンプル,162,1回,162,国内,DUMMY-2026-0176
2026/06/08,NTT サンプル,144,1回,144,国内,DUMMY-2026-0178
2026/06/11,サンプル住宅ローン,99,1回,99,国内,DUMMY-2026-0180
2026/06/12,サンプルサービスC,450,1回,450,国内,DUMMY-2026-0153
2026/06/13,楽天市場 サンプル購入,1638,1回,1638,国内,DUMMY-2026-0164
2026/06/19,ABC-MART サンプル店,585,1回,585,国内,DUMMY-2026-0168
2026/06/20,サイゼリヤ サンプル店,1579,1回,1579,国内,DUMMY-2026-0162
2026/06/22,Netflix サンプル,180,1回,180,国内,DUMMY-2026-0170
2026/06/27,サンプルサービスF,450,1回,450,国内,DUMMY-2026-0156
2026/07/02,ENEOS サンプル店,81,1回,81,国内,DUMMY-2026-0204
2026/07/05,東京ガス サンプル,162,1回,162,国内,DUMMY-2026-0206
2026/07/08,NTT サンプル,144,1回,144,国内,DUMMY-2026-0208
2026/07/11,サンプル住宅ローン,99,1回,99,国内,DUMMY-2026-0210
2026/07/12,サンプルサービスC,450,1回,450,国内,DUMMY-2026-0183
2026/07/13,楽天市場 サンプル購入,1638,1回,1638,国内,DUMMY-2026-0194
2026/07/19,ABC-MART サンプル店,585,1回,585,国内,DUMMY-2026-0198
2026/07/20,サイゼリヤ サンプル店,1579,1回,1579,国内,DUMMY-2026-0192
2026/07/22,Netflix サンプル,180,1回,180,国内,DUMMY-2026-0200
2026/07/27,サンプルサービスF,450,1回,450,国内,DUMMY-2026-0186
2026/08/02,ENEOS サンプル店,85,1回,85,国内,DUMMY-2026-0234
2026/08/05,東京ガス サンプル,171,1回,171,国内,DUMMY-2026-0236
2026/08/08,NTT サンプル,152,1回,152,国内,DUMMY-2026-0238
2026/08/11,サンプル住宅ローン,104,1回,104,国内,DUMMY-2026-0240
2026/08/12,サンプルサービスC,475,1回,475,国内,DUMMY-2026-0213
2026/08/13,楽天市場 サンプル購入,1729,1回,1729,国内,DUMMY-2026-0224
2026/08/19,ABC-MART サンプル店,617,1回,617,国内,DUMMY-2026-0228
2026/08/20,サイゼリヤ サンプル店,1667,1回,1667,国内,DUMMY-2026-0222
2026/08/22,Netflix サンプル,190,1回,190,国内,DUMMY-2026-0230
2026/08/27,サンプルサービスF,475,1回,475,国内,DUMMY-2026-0216
2026/09/01,サンプルサービスC,350,1回,350,国内,DUMMY-2026-0243
2026/09/01,サイゼリヤ サンプル店,1228,1回,1228,国内,DUMMY-2026-0252
2026/09/01,Netflix サンプル,140,1回,140,国内,DUMMY-2026-0260
2026/09/01,ENEOS サンプル店,63,1回,63,国内,DUMMY-2026-0264
2026/09/01,NTT サンプル,112,1回,112,国内,DUMMY-2026-0268
2026/09/02,サンプルサービスF,350,1回,350,国内,DUMMY-2026-0246
2026/09/02,楽天市場 サンプル購入,1274,1回,1274,国内,DUMMY-2026-0254
2026/09/02,ABC-MART サンプル店,455,1回,455,国内,DUMMY-2026-0258
2026/09/02,東京ガス サンプル,126,1回,126,国内,DUMMY-2026-0266
2026/09/02,サンプル住宅ローン,77,1回,77,国内,DUMMY-2026-0270
